codIBGE,municipio,ano,UF,expecvida,AmpT,Tmax,Tmin,homicidios,mortinf,acidtrans,renda_pc,indgini,razao_renda,IDHM,lnexpecvida,lnAmpT,lnTmax,lnTmin,lnrenda_pc,d1990,d2000,d2010,regiao
3103405,Araçuaí,2010,MG,74.27,21.3,37,15.7,2.73,16.5,24.53,410.67,0.57,19.74,663,4.30770710168121,3.05870707271538,3.61091791264422,2.75366071235426,6.01778997227553,0,0,1,Sudeste
3104007,Araxá,1990,MG,67.41,15.2,28.5,13.3,8.58,31.13,12.87,438.68,0.53,15.04,775,4.21079337486535,2.72129542785223,3.3499040872746,2.58776403522771,6.08377021789201,1,0,0,Sudeste
3104007,Araxá,2000,MG,70.08,17.7,31.1,13.4,2.47,25.07,13.57,665.69,0.56,17.12,683,4.24963744662814,2.87356463957978,3.43720781918519,2.59525470695687,6.50082409671225,0,1,0,Sudeste
3104007,Araxá,2010,MG,76.49,17,30.1,13.1,6.29,13.1,14.67,883.88,0.48,11.01,772,4.33716001333377,2.83321334405622,3.40452517175483,2.57261223020711,6.7843213068169,0,0,1,Sudeste
3104502,Arinos,1990,MG,61.71,20.6,34,13.4,0,39.72,5.84,170.8,0.54,15.85,482,4.12244599233298,3.02529107579554,3.52636052461616,2.59525470695687,5.14049328135447,1,0,0,Sudeste
3104502,Arinos,2000,MG,69.66,22.1,36,13.9,5.51,29.71,16.51,242.04,0.66,38.45,514,4.24362626493785,3.09557760852371,3.58351893845611,2.63188884013665,5.48910300175412,0,1,0,Sudeste
3104502,Arinos,2010,MG,73.88,21.9,35.7,13.8,22.22,17.1,30.83,349.52,0.55,17.96,656,4.30244215533104,3.08648663682246,3.57515068878559,2.62466859216316,5.85656078464318,0,0,1,Sudeste
3105103,Bambuí,1990,MG,64.76,21.3,30.3,9,0,29.12,4.86,316.4,0.51,13.12,653,4.17068812880943,3.05870707271538,3.41114771251532,2.19722457733622,5.7570072358935,1,0,0,Sudeste
3105103,Bambuí,2000,MG,73.64,25.9,32.8,6.9,0,18.68,NA,481.24,0.48,11.53,645,4.29918835636488,3.25424296870549,3.4904285153901,1.93152141160321,6.17636610616532,0,1,0,Sudeste
3105103,Bambuí,2010,MG,77.2,23.7,31.7,8,8.64,12.2,30.23,777.46,0.49,11.69,741,4.34639945703073,3.16547504814109,3.45631668088323,2.07944154167984,6.65603219578461,0,0,1,Sudeste
3105608,Barbacena,1990,MG,66.12,17.2,27.7,10.5,9,29.5,10,381.21,0.58,19.56,719,4.19147127295282,2.84490938381941,3.32143241319329,2.35137525716348,5.94335040438455,1,0,0,Sudeste
3105608,Barbacena,2000,MG,72.47,18.3,27.9,9.6,5.13,21.67,14.52,560.59,0.57,18.79,664,4.28317268312119,2.90690105984738,3.32862668882732,2.26176309847379,6.32898980054091,0,1,0,Sudeste
3105608,Barbacena,2010,MG,77.88,20,29,9,3.89,10.53,20.21,854.27,0.58,19.82,769,4.355169180504,2.99573227355399,3.36729582998647,2.19722457733622,6.75024730307135,0,0,1,Sudeste
3107307,Bocaiúva,1990,MG,66.29,19.6,30.8,11.2,6.37,34.41,8.5,230.35,0.63,24.54,532,4.1940390562533,2.97552956623647,3.42751468997953,2.41591377830105,5.43959989138193,1,0,0,Sudeste
3107307,Bocaiúva,2000,MG,72.54,NA,NA,NA,0,21.49,NA,285.97,0.55,17.09,577,4.28413813385476,NA,NA,NA,5.65588691021308,0,1,0,Sudeste
3107307,Bocaiúva,2010,MG,74.29,NA,NA,NA,14.73,16.4,31.72,451.54,0.51,13.52,0.7,4.30797635316372,NA,NA,NA,6.11266396250983,0,0,1,Sudeste
3107406,Bom Despacho,1990,MG,67.63,17.3,30.3,13,5.66,30.51,28.3,380.08,0.53,14.47,744,4.21405167158685,2.85070650150373,3.41114771251532,2.56494935746154,5.94038175687867,1,0,0,Sudeste
3107406,Bom Despacho,2000,MG,72.13,27.9,34.5,6.6,0,22.58,14.64,647.07,0.59,19.93,665,4.27847004651558,3.32862668882732,3.54095932403731,1.88706964903238,6.47245448030239,0,1,0,Sudeste
3107406,Bom Despacho,2010,MG,76.66,25.8,32.2,6.4,6.46,12.9,17.21,809.9,0.49,11.9,0.75,4.33938005995241,3.25037449192757,3.47196645255036,1.85629799036563,6.69691078325494,0,0,1,Sudeste
3112109,Caparaó,1990,MG,65.67,16,27.2,11.2,12.62,35.54,NA,238.58,0.58,19.19,572,4.18464220020288,2.77258872223978,3.30321697330195,2.41591377830105,5.4747046838538,1,0,0,Sudeste
3112109,Caparaó,2000,MG,72.82,20.8,30.6,9.8,58.49,20.75,NA,353.96,0.48,11.72,519,4.28799064274729,3.03495298670727,3.42100000895834,2.28238238567653,5.86918391239915,0,1,0,Sudeste
3112109,Caparaó,2010,MG,75.16,22.5,31,8.5,18.85,15.1,18.85,364.52,0.43,8.86,624,4.31961917454526,3.11351530921037,3.43398720448515,2.14006616349627,5.89858141962793,0,0,1,Sudeste
3112604,Capinópolis,1990,MG,68.63,16.9,32.3,15.4,0,27.78,13.28,368.92,0.52,13.85,678,4.22872975692054,2.82731362192903,3.47506723022861,2.73436750941958,5.91057981836752,1,0,0,Sudeste
3112604,Capinópolis,2000,MG,72.21,21.6,34.8,13.2,13.54,22.38,20.3,489.88,0.58,19.37,629,4.27957854046309,3.07269331469012,3.54961738678043,2.58021682959233,6.19416046315309,0,1,0,Sudeste
3112604,Capinópolis,2010,MG,75.47,19.4,34.3,14.9,19.27,14.6,19.26,834.14,0.59,18.56,723,4.32373522629678,2.96527306606928,3.53514535417189,2.70136121295141,6.72640125397831,0,0,1,Sudeste
3113404,Caratinga,1990,MG,64.84,17.1,29.5,12.4,1.59,34.5,3.98,272.96,0.59,21.48,554,4.17192269686748,2.83907846350861,3.38439026334577,2.51769647261099,5.60932526430331,1,0,0,Sudeste
3113404,Caratinga,2000,MG,70.07,17.9,30.7,12.8,2.51,28.45,13.79,481.74,0.6,22.79,606,4.24949474238244,2.88480071284671,3.42426265459315,2.54944517092557,6.17740454942465,0,1,0,Sudeste
3113404,Caratinga,2010,MG,75.16,21.3,32.2,10.9,17.28,15.1,25.35,610.29,0.54,15.55,706,4.31961917454526,3.05870707271538,3.47196645255036,2.3887627892351,6.41393425403197,0,0,1,Sudeste
3113503,Carbonita,1990,MG,64.95,17.9,29.2,11.3,0,38.54,NA,132.28,0.59,29.42,468,4.17361774311661,2.88480071284671,3.37416870927424,2.42480272571829,4.88492088811359,1,0,0,Sudeste
3113503,Carbonita,2000,MG,67.55,21,31.3,10.3,0,36.61,118.17,214.57,0.54,15.97,482,4.21286806440621,3.04452243772342,3.44361809754611,2.33214389523559,5.36863602545699,0,1,0,Sudeste
3113503,Carbonita,2010,MG,72.74,22.6,32.2,9.6,0,19,53.67,373.05,0.46,10.48,638,4.28689143955884,3.11794990627824,3.47196645255036,2.26176309847379,5.92171245891752,0,0,1,Sudeste
3115508,Caxambu,1990,MG,69.27,19.5,29.8,10.3,0,26.09,5.13,352,0.61,22.89,0.71,4.23801191203451,2.9704144655697,3.39450839351136,2.33214389523559,5.8636311755981,1,0,0,Sudeste
3115508,Caxambu,2000,MG,73.78,23.8,30.1,6.3,4.41,18.33,17.62,528.99,0.56,17.73,649,4.30108769216853,3.16968558067743,3.40452517175483,1.84054963339749,6.27096952808794,0,1,0,Sudeste
3115508,Caxambu,2010,MG,75.85,NA,NA,NA,4.52,14,18.09,963.25,0.65,26.89,743,4.32875770579454,NA,NA,NA,6.87031298350627,0,0,1,Sudeste
3117504,Conceição do Mato Dentro,1990,MG,65.54,20.4,30.1,9.7,5.34,36.67,5.34,159.2,0.57,18.53,477,4.18266064327067,3.01553490085017,3.40452517175483,2.27212588550934,5.07016127341028,1,0,0,Sudeste
3117504,Conceição do Mato Dentro,2000,MG,67.72,21.3,31.6,10.3,5.23,36.01,NA,220.95,0.63,27.47,0.43,4.21538155726493,3.05870707271538,3.45315712059287,2.33214389523559,5.39793643157675,0,1,0,Sudeste
3117504,Conceição do Mato Dentro,2010,MG,72.65,24.2,32.2,8,0,19.2,NA,384.42,0.49,12.56,634,4.28565339001629,3.18635263316264,3.47196645255036,2.07944154167984,5.95173570487899,0,0,1,Sudeste
3119401,Coronel Fabriciano,1990,MG,67.37,17.2,32.1,14.9,1.14,31.24,13.72,372.65,0.55,16.72,696,4.21019981497257,2.84490938381941,3.46885603013597,2.70136121295141,5.9206396413277,1,0,0,Sudeste
3119401,Coronel Fabriciano,2000,MG,72.24,19.8,32.6,12.8,8,22.3,22,517.45,0.54,15.91,648,4.27999390910873,2.98568193770049,3.48431228837266,2.54944517092557,6.24891290211418,0,1,0,Sudeste
3119401,Coronel Fabriciano,2010,MG,76.88,NA,NA,NA,26.52,12.54,12.31,685.48,0.48,11.82,755,4.34224576466204,NA,NA,NA,6.53011932279265,0,0,1,Sudeste
3119609,Coronel Pacheco,1990,MG,64.84,19.9,31.7,11.8,0,38.9,30.75,211.64,0.47,11.04,576,4.17192269686748,2.99071973173045,3.45631668088323,2.46809953147162,5.35488671803593,1,0,0,Sudeste
3119609,Coronel Pacheco,2000,MG,70.6,20.9,30.7,9.8,0,26.9,33.61,405.33,0.49,12.24,595,4.2570301444992,3.03974915897077,3.42426265459315,2.28238238567653,6.00470155013998,0,1,0,Sudeste
3119609,Coronel Pacheco,2010,MG,72.36,NA,NA,NA,0,19.7,NA,525.62,0.42,8.38,669,4.28165366052709,NA,NA,NA,6.26457851819683,0,0,1,Sudeste
3120904,Curvelo,1990,MG,66.5,21.5,31,9.5,1.69,33.77,3.39,295.88,0.58,20.17,0.64,4.19720194766181,3.06805293513362,3.43398720448515,2.2512917986065,5.68995396671967,1,0,0,Sudeste
3120904,Curvelo,2000,MG,70.42,24.1,35.1,11,2.89,27.4,NA,415.45,0.55,16.82,608,4.25447731372691,3.18221184049661,3.55820113047182,2.39789527279837,6.02936227011099,0,1,0,Sudeste
3120904,Curvelo,2010,MG,76.05,22.9,34.4,11.5,14.55,13.8,22.55,581.65,0.52,14,713,4.3313910187053,3.13113691056019,3.53805656437935,2.4423470353692,6.36586889226278,0,0,1,Sudeste
3121605,Diamantina,1990,MG,66.17,14.6,25.2,10.6,0,34.76,31.6,274.77,0.58,19.9,616,4.19222718802397,2.68102152871429,3.22684399451738,2.36085400111802,5.61593438408301,1,0,0,Sudeste
3121605,Diamantina,2000,MG,68.7,15.5,26.4,10.9,2.2,29.2,9.69,417.16,0.61,25.33,602,4.2297491992283,2.7408400239252,3.27336401015227,2.3887627892351,6.03346984125301,0,1,0,Sudeste
3121605,Diamantina,2010,MG,75.33,17.2,28.1,10.9,12.84,14.8,13.74,597.41,0.57,18.62,716,4.3218784618376,2.84490938381941,3.3357695763397,2.3887627892351,6.39260364484512,0,0,1,Sudeste
3124302,Espinosa,1990,MG,63.95,16.3,32.4,16.1,2.65,41.82,2.66,149.11,0.52,14.34,434,4.15810152802485,2.79116510781272,3.47815842279828,2.77881927199042,5.00468428860282,1,0,0,Sudeste
3124302,Espinosa,2000,MG,66.87,17.5,34.2,16.7,0,38.99,12.58,215.89,0.58,20.91,493,4.20275043606589,2.86220088092947,3.53222564406856,2.81540871942271,5.37476901870837,0,1,0,Sudeste
3124302,Espinosa,2010,MG,73.26,17.5,34.9,17.4,15.78,18.2,18.93,299.13,0.45,9.72,627,4.29401475735067,2.86220088092947,3.55248682920838,2.85647020622048,5.70087826150881,0,0,1,Sudeste
3126000,Florestal,1990,MG,68.91,21.1,30,8.9,0,27.03,NA,368.01,0.56,17.91,689,4.23280130536912,3.04927304048202,3.40119738166216,2.18605127673809,5.90811011171277,1,0,0,Sudeste
3126000,Florestal,2000,MG,74.76,24.5,32.3,7.8,0,18.05,17.19,429.54,0.48,11.44,637,4.31428298258736,3.19867311755068,3.47506723022861,2.05412373369555,6.06271486863615,0,1,0,Sudeste
3126000,Florestal,2010,MG,75.69,NA,32.9,NA,0,14.3,29.61,741.46,0.48,11.48,724,4.32664605132108,NA,3.49347265777133,NA,6.60862121541624,0,0,1,Sudeste
3127107,Frutal,1990,MG,70.21,10.2,31.2,21,0,23.72,21.73,457.57,0.56,17.74,767,4.25149075102916,2.32238772029023,3.44041809481544,3.04452243772342,6.12592987847591,1,0,0,Sudeste
3127107,Frutal,2000,MG,74.8,21.7,35.1,13.4,29.31,15.91,46.06,594.7,0.56,17.42,643,4.31481788498043,3.07731226054641,3.55820113047182,2.59525470695687,6.38805707671255,0,1,0,Sudeste
3127107,Frutal,2010,MG,76.92,19.5,33.9,14.4,18.37,12.5,27.54,752.01,0.47,10.79,0.73,4.34276592072058,2.9704144655697,3.5234150143864,2.66722820658195,6.62274962173376,0,0,1,Sudeste
3127701,Governador Valadares,1990,MG,67.03,15.4,30.7,15.3,0,34.77,22.12,420.39,0.59,21,737,4.20514028036987,2.73436750941958,3.42426265459315,2.72785282839839,6.04118285185024,1,0,0,Sudeste
3127701,Governador Valadares,2000,MG,68.19,17.3,32.4,15.1,40.24,27.39,22.09,618.21,0.61,24.21,635,4.22229792653256,2.85070650150373,3.47815842279828,2.71469474382088,6.42682820556201,0,1,0,Sudeste
3127701,Governador Valadares,2010,MG,75.06,NA,NA,NA,37.24,14.66,26.06,678.74,0.52,14.29,727,4.31828779370688,NA,NA,NA,6.52023813817461,0,0,1,Sudeste
3129806,Ibirité,1990,MG,65.53,21,30.4,9.4,0,36.73,14.03,224.7,0.44,9.11,585,4.18250805305141,3.04452243772342,3.41444260841218,2.24070968927596,5.41476617919128,1,0,0,Sudeste
3129806,Ibirité,2000,MG,68.42,NA,NA,NA,32.24,30.32,16.19,306.87,0.42,8.37,562,4.22566517954946,NA,NA,NA,5.72642420513703,0,1,0,Sudeste
3129806,Ibirité,2010,MG,75.41,22.2,31.9,9.7,42.01,14.7,14.89,525.64,0.42,8.37,704,4.32293989221456,3.10009228887823,3.4626060097908,2.27212588550934,6.26461656777544,0,0,1,Sudeste
3132503,Itamarandiba,1990,MG,61.81,16.5,27.9,11.4,0,49.33,9.23,160.96,0.55,16.42,448,4.12406516367118,2.80336038090653,3.32862668882732,2.43361335540045,5.08115588691137,1,0,0,Sudeste
3132503,Itamarandiba,2000,MG,66.77,17.6,28.6,11,3.32,39.34,10.97,215.21,0.67,40,475,4.20125387786978,2.86789890204411,3.35340671782581,2.39789527279837,5.37161429560949,0,1,0,Sudeste
3132503,Itamarandiba,2010,MG,72.86,19.9,30.1,10.2,9.16,18.8,27.92,374.21,0.52,14.18,646,4.28853979158042,2.99071973173045,3.40452517175483,2.32238772029023,5.9248171371601,0,0,1,Sudeste
3134202,Ituiutaba,1990,MG,70.3,19.3,32.4,13.1,4.72,23.5,5.91,474.8,0.59,19.65,771,4.25277179881662,2.96010509591084,3.47815842279828,2.57261223020711,6.16289366273551,1,0,0,Sudeste
3134202,Ituiutaba,2000,MG,75.9,25.4,35.3,9.9,12.04,22.38,25.16,605.26,0.57,18.44,653,4.32941668440158,3.23474917402449,3.56388296393925,2.29253475714054,6.40565811777999,0,1,0,Sudeste
3134202,Ituiutaba,2010,MG,75.37,23.3,35.4,12.1,18.19,14.2,31.32,824.46,0.5,12.57,739,4.32240931785538,3.14845336057165,3.56671182013973,2.4932054526027,6.71472862657174,0,0,1,Sudeste
3135100,Janaúba,1990,MG,66.02,16.5,32.9,16.4,9.41,35.21,3.77,216.22,0.58,18.95,549,4.18995772642505,2.80336038090653,3.49347265777133,2.79728133483015,5.37629640786463,1,0,0,Sudeste
3135100,Janaúba,2000,MG,69.57,18.4,34.6,16.2,17.4,29.98,25.3,304.07,0.58,20.38,0.58,4.24233343993555,2.91235066461494,3.54385368206368,2.78501124223834,5.71725793805762,0,1,0,Sudeste
3135100,Janaúba,2010,MG,72.74,19,34.6,15.6,17.64,19,22.04,468.29,0.53,14.9,696,4.28689143955884,2.94443897916644,3.54385368206368,2.74727091425549,6.14908776212849,0,0,1,Sudeste
3135209,Januária,1990,MG,62.82,21.2,33.7,12.5,5.73,41.32,2.29,190.05,0.63,26.38,467,4.1402734941105,3.05400118167797,3.51749783735832,2.52572864430826,5.24728719543526,1,0,0,Sudeste
3135209,Januária,2000,MG,69.91,22.1,35.4,13.3,1.53,28.94,16.43,234.92,0.65,38.95,541,4.24720870052389,3.09557760852371,3.56671182013973,2.58776403522771,5.45924503065432,0,1,0,Sudeste
3135209,Januária,2010,MG,74.22,22.5,35.4,12.9,13.5,16.6,15.75,359.19,0.56,19.62,658,4.30703365563245,3.11351530921037,3.56671182013973,2.55722731136763,5.88385149639686,0,0,1,Sudeste
3136306,João Pinheiro,1990,MG,65.78,16.9,30.5,13.6,12.01,35.94,20.02,267.41,0.6,21.02,0.59,4.18631584076091,2.82731362192903,3.41772668361337,2.61006979274201,5.5887830611264,1,0,0,Sudeste
3136306,João Pinheiro,2000,MG,71.46,17.6,32.9,15.3,2.36,24.42,21.83,387.79,0.57,18.29,581,4.26913785259526,2.86789890204411,3.49347265777133,2.72785282839839,5.96046395598819,0,1,0,Sudeste
3136306,João Pinheiro,2010,MG,72.25,17.3,32.6,15.3,36.88,19.9,31.27,562.24,0.49,12.07,697,4.28013232699254,2.85070650150373,3.48431228837266,2.72785282839839,6.33192880499873,0,0,1,Sudeste
3136702,Juiz de Fora,1990,MG,68,14.7,27.2,12.5,6.99,29.5,17.62,607.97,0.57,19.23,801,4.21950770517611,2.68784749378469,3.30321697330195,2.52572864430826,6.41012553864354,1,0,0,Sudeste
3136702,Juiz de Fora,2000,MG,72.03,17,27.8,10.8,8.75,22.86,19.63,828.93,0.57,19.34,703,4.27708269890127,2.83321334405622,3.32503602069659,2.37954613413017,6.72013571248688,0,1,0,Sudeste
3136702,Juiz de Fora,2010,MG,75.65,17.4,29.4,12,11.41,15.42,15.97,1050.88,0.56,17.25,778,4.32611744023437,2.85647020622048,3.38099467434464,2.484906649788,6.95738318738395,0,0,1,Sudeste
3136801,Juramento,1990,MG,61.75,17.9,30.3,12.4,0,49.55,31.3,142.24,0.48,11.46,482,4.12309397550809,2.88480071284671,3.41114771251532,2.51769647261099,4.95751577176559,1,0,0,Sudeste
3136801,Juramento,2000,MG,67.04,17.6,29.5,11.9,0,38.39,NA,197,0.45,9.97,535,4.20528945617383,2.86789890204411,3.38439026334577,2.47653840011748,5.28320372873799,0,1,0,Sudeste
3136801,Juramento,2010,MG,73.48,16.9,32.7,15.8,23.87,17.8,NA,335.93,0.43,8.48,669,4.29701326034693,2.82731362192903,3.48737507790321,2.76000994003292,5.81690280492547,0,0,1,Sudeste
3137809,Lambari,1990,MG,68.14,23.3,29.1,5.8,0,29.1,31.11,286.29,0.57,18.13,649,4.22156441223282,3.14845336057165,3.37073817417745,1.75785791755237,5.65700528309727,1,0,0,Sudeste
3137809,Lambari,2000,MG,72.83,26.7,31.6,4.9,10.68,20.74,57.05,549.71,0.57,19.14,627,4.28812795822982,3.2846635654062,3.45315712059287,1.58923520511658,6.3093908664421,0,1,0,Sudeste
3137809,Lambari,2010,MG,77.23,NA,32.2,NA,5.02,12.1,30.13,597.16,0.48,11.6,711,4.34678798258117,NA,3.47196645255036,NA,6.39218508418539,0,0,1,Sudeste
3138203,Lavras,1990,MG,67.53,17.6,29.1,11.5,0,30.8,10.62,435.67,0.55,16.82,775,4.21257194358675,2.86789890204411,3.37073817417745,2.4423470353692,6.07688507603625,1,0,0,Sudeste
3138203,Lavras,2000,MG,72.41,19.9,30.5,10.6,4.95,21.84,25.99,683.03,0.57,18.08,678,4.28234441140073,2.99071973173045,3.41772668361337,2.36085400111802,6.52653878247147,0,1,0,Sudeste
3138203,Lavras,2010,MG,77.8,20.7,31.1,10.4,6.39,11.4,25.56,889.65,0.5,12.78,782,4.35414143118435,3.03013370027132,3.43720781918519,2.34180580614733,6.79082812695284,0,0,1,Sudeste
3139003,Machado,1990,MG,67.59,19.3,29,9.7,3.25,30.63,16.28,395.56,0.59,20.24,717,4.21346004311226,2.96010509591084,3.36729582998647,2.27212588550934,5.98030248240179,1,0,0,Sudeste
3139003,Machado,2000,MG,72.1,23.8,31.8,8,2.8,22.67,23.42,622.75,0.57,17.5,0.63,4.2780540442909,3.16968558067743,3.45946628978613,2.07944154167984,6.43414515414229,0,1,0,Sudeste
3139003,Machado,2010,MG,75.9,22,30.6,8.6,17.77,14,17.76,701.58,0.51,13.36,715,4.32941668440158,3.09104245335832,3.42100000895834,2.15176220325946,6.55333493438028,0,0,1,Sudeste
3139904,Maria da Fé,1990,MG,64.07,NA,NA,NA,7.33,41.42,7.34,269.14,0.54,15.83,612,4.15997623565093,NA,NA,NA,5.59523169031339,1,0,0,Sudeste
3139904,Maria da Fé,2000,MG,67.42,22.2,27.4,5.2,0,31.15,NA,379.9,0.59,21.32,572,4.21094170980591,3.10009228887823,3.31054301339402,1.64865862558738,5.93990806019358,0,1,0,Sudeste
3139904,Maria da Fé,2010,MG,75.53,23.5,28.3,4.8,6.91,14.5,20.72,445.11,0.48,11.85,702,4.32452992832536,3.15700042115011,3.34286180464919,1.56861591791385,6.09832144263081,0,0,1,Sudeste
3142908,Monte Azul,1990,MG,61,14.1,31.8,17.7,5.3,45.7,7.96,128.46,0.55,16.74,424,4.11087386417331,2.64617479738412,3.45946628978613,2.87356463957978,4.85561757182965,1,0,0,Sudeste
3142908,Monte Azul,2000,MG,67.88,17.6,33.9,16.3,0,35.47,NA,176.8,0.56,20.52,505,4.21774144036603,2.86789890204411,3.5234150143864,2.79116510781272,5.17501915020354,0,1,0,Sudeste
3142908,Monte Azul,2010,MG,73.63,19.3,35.5,16.2,8.93,17.5,17.85,358.13,0.51,14.91,659,4.29905255138063,2.96010509591084,3.56953269648137,2.78501124223834,5.88089604897713,0,0,1,Sudeste
3143302,Montes Claros,1990,MG,69.43,18.4,31.3,12.9,3.99,25.68,5.2,327.75,0.6,23.2,687,4.24031905076518,2.91235066461494,3.44361809754611,2.55722731136763,5.79225112264381,1,0,0,Sudeste
3143302,Montes Claros,2000,MG,72.25,20.3,33.2,12.9,4.13,22.27,3.42,485.55,0.61,23.21,661,4.28013232699254,3.01062088604774,3.50254987592244,2.55722731136763,6.18528226904036,0,1,0,Sudeste
3143302,Montes Claros,2010,MG,77.07,20,33.2,13.2,22.52,13.04,27.92,650.62,0.53,15.37,0.77,4.3447140997899,2.99573227355399,3.50254987592244,2.58021682959233,6.47792575442136,0,0,1,Sudeste
3143906,Muriaé,1990,MG,68.73,18.7,33.2,14.5,10.64,27.52,17.73,363.56,0.61,23.12,0.69,4.23018578513351,2.92852352386054,3.50254987592244,2.67414864942653,5.89594434525057,1,0,0,Sudeste
3143906,Muriaé,2000,MG,72.02,19.4,33.4,14,11.64,22.88,5.59,498.08,0.55,16.58,635,4.27694385822073,2.96527306606928,3.50855589998265,2.63905732961526,6.2107607066933,0,1,0,Sudeste
3143906,Muriaé,2010,MG,76.18,NA,NA,NA,11.69,14.7,24.36,758.46,0.52,13.74,734,4.33309896105046,NA,NA,NA,6.63129006173552,0,0,1,Sudeste
3145604,Oliveira,1990,MG,68.92,NA,NA,NA,0,27,15.52,281.88,0.57,18.76,634,4.23294641165973,NA,NA,NA,5.64148144845882,1,0,0,Sudeste
3145604,Oliveira,2000,MG,71.99,NA,NA,NA,2.62,22.95,20.54,465.21,0.55,15.98,601,4.27652722048121,NA,NA,NA,6.14248891654417,0,1,0,Sudeste
3145604,Oliveira,2010,MG,75.51,18.3,28.8,10.5,2.49,14.6,29.85,588.2,0.45,9.63,699,4.32426509781533,2.90690105984738,3.3603753871419,2.35137525716348,6.37706702611989,0,0,1,Sudeste
3146008,Ouro Fino,1990,MG,69.64,13,29.6,16.6,3.26,24.42,6.54,345,0.57,18.38,679,4.24333911489999,2.56494935746154,3.38777436133001,2.8094026953625,5.84354441703136,1,0,0,Sudeste
3146008,Ouro Fino,2000,MG,74.57,NA,NA,NA,6.63,16.44,NA,610.94,0.53,14.75,652,4.3117382815557,NA,NA,NA,6.41499875467702,0,1,0,Sudeste
3146008,Ouro Fino,2010,MG,76.66,NA,NA,NA,6.22,12.9,29.02,635.38,0.45,9.86,722,4.33938005995241,NA,NA,NA,6.45422324510459,0,0,1,Sudeste
3147006,Paracatu,1990,MG,64.97,17.1,31.2,14.1,0,34.87,19.12,321.51,0.58,19.87,655,4.17392562489244,2.83907846350861,3.44041809481544,2.64617479738412,5.77302864739302,1,0,0,Sudeste
3147006,Paracatu,2000,MG,70.66,19.7,34,14.3,15.55,26.71,22.03,443.35,0.59,20.91,613,4.257879641931,2.98061863574394,3.52636052461616,2.66025953726586,6.09435952582602,0,1,0,Sudeste
3147006,Paracatu,2010,MG,76.22,18.9,32.9,14,28.98,13.5,24.34,637.8,0.51,13.25,744,4.33362389544571,2.9391619220656,3.49347265777133,2.63905732961526,6.45802475457596,0,0,1,Sudeste
3147600,Passa Quatro,1990,MG,65.49,20.1,28.4,8.3,0,31.23,7.46,275.29,0.58,19.52,634,4.18189745922996,3.00071981506503,3.34638914516716,2.11625551480255,5.61782508747866,1,0,0,Sudeste
3147600,Passa Quatro,2000,MG,72.83,22.3,29.5,7.2,0,20.74,13.12,468.28,0.56,17.21,641,4.28812795822982,3.10458667846607,3.38439026334577,1.97408102602201,6.14906640761147,0,1,0,Sudeste
3147600,Passa Quatro,2010,MG,76.59,23.5,30,6.5,0,13,44.11,561.44,0.49,11.63,715,4.3384665199215,3.15700042115011,3.40119738166216,1.87180217690159,6.3305049118349,0,0,1,Sudeste
3148004,Patos de Minas,1990,MG,67.68,15.5,28.6,13.1,7.77,29.5,15.54,430.92,0.58,19.43,769,4.21479071529797,2.7408400239252,3.35340671782581,2.57261223020711,6.06592245802599,1,0,0,Sudeste
3148004,Patos de Minas,2000,MG,73.94,20,32.1,12.1,6.3,17.96,32.92,602.52,0.54,15.52,675,4.30325395350849,2.99573227355399,3.46885603013597,2.4932054526027,6.40112085983461,0,1,0,Sudeste
3148004,Patos de Minas,2010,MG,76.31,19.4,30.8,11.4,16.99,14.47,26.8,843.57,0.5,12.79,765,4.33480399130154,2.96527306606928,3.42751468997953,2.43361335540045,6.73764288609461,0,0,1,Sudeste
3148103,Patrocínio,1990,MG,68.67,21.7,29.4,7.7,8.23,27.69,24.69,351.99,0.57,18.04,716,4.22931242263259,3.07731226054641,3.38099467434464,2.04122032885964,5.86360276610364,1,0,0,Sudeste
3148103,Patrocínio,2000,MG,74.37,NA,NA,NA,14.66,16.92,29.32,563.07,0.59,19.74,0.65,4.30905263471521,NA,NA,NA,6.33340395433627,0,1,0,Sudeste
3148103,Patrocínio,2010,MG,76.14,NA,NA,NA,33.34,13.6,17.86,720.59,0.49,12.22,729,4.33257375095435,NA,NA,NA,6.58007032089325,0,0,1,Sudeste
3148707,Pedra Azul,1990,MG,62.48,16.5,30.5,14,0,46.9,13.59,172.44,0.56,17.67,496,4.13484650553143,2.80336038090653,3.41772668361337,2.63905732961526,5.15004934987893,1,0,0,Sudeste
3148707,Pedra Azul,2000,MG,65.78,15.7,30.9,15.2,4.13,35.91,16.51,219.51,0.6,21.53,516,4.18631584076091,2.75366071235426,3.4307561839037,2.72129542785223,5.39139778956405,0,1,0,Sudeste
3148707,Pedra Azul,2010,MG,72.79,20.3,33.1,12.8,24.71,19,12.35,327.18,0.53,15.08,627,4.28757858313017,3.01062088604774,3.49953328238302,2.54944517092557,5.79051047816603,0,0,1,Sudeste
3151206,Pirapora,1990,MG,66.67,19.4,32.4,13,4.31,33.27,17.26,324.95,0.61,23.31,678,4.19975507662997,2.96527306606928,3.47815842279828,2.56494935746154,5.78367132434036,1,0,0,Sudeste
3151206,Pirapora,2000,MG,69.43,22.3,35.2,12.9,11.63,30.42,19.38,396.44,0.59,21.79,614,4.24031905076518,3.10458667846607,3.56104608260405,2.55722731136763,5.98252470553851,0,1,0,Sudeste
